globaleventid,eventtimedate,mentiontimedate,mentiontype,mentionsourcename,mentionidentifier,sentenceid,actor1charoffset,actor2charoffset,actioncharoffset,inrawtext,confidence,mentiondoclen,mentiondoctone,mentiondoctranslationinfo,extras
669671174,20170701234500,20170701234500,1,laprensagrafica.com,http://www.laprensagrafica.com/2017/07/01/mexico-enfrentamientos-dejan-19-muertos-en-sinaloa,15,1762,1823,1790,0,80,2677,-7.62331838565022,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671175,20170701234500,20170701234500,1,laprensagrafica.com,http://www.laprensagrafica.com/2017/07/01/mexico-enfrentamientos-dejan-19-muertos-en-sinaloa,15,1762,1823,1790,1,20,2677,-7.62331838565022,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671176,20170701234500,20170701234500,1,almadapaper.net,http://www.almadapaper.net/ar/news/532192/%D8%A7%D9%84%D9%85%D8%AF%D9%89-%D8%AA%D8%AD%D8%A7%D9%88%D8%B1-%D9%85%D8%B3%D8%A4%D9%88%D9%84%D8%A9-%D8%A7%D9%84%D8%B1%D8%B5%D8%AF-%D9%81%D9%8A-%D8%A7%D9%84%D8%B4%D8%B1%D8%B7%D8%A9-%D8%A7%D9%84%D9%85%D8%AC%D8%AA,14,3889,3945,3918,1,100,6498,-2.02342917997871,srclc:ara;eng:GT-ARA 1.0,
669671177,20170701234500,20170701234500,1,faktor.ba,http://faktor.ba/vijest/miro-cerar-slovenska-vojska-jos-se-nece-povuci-sa-svete-gere-255125,1,120,245,135,1,100,3099,1.84049079754601,srclc:hrv;eng:GT-HRV 1.0,
669645161,20170701194500,20170701234500,1,faktor.ba,http://faktor.ba/vijest/miro-cerar-slovenska-vojska-jos-se-nece-povuci-sa-svete-gere-255125,1,120,245,178,1,100,3099,1.84049079754601,srclc:hrv;eng:GT-HRV 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=6,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=4,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=12,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=3,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=13,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=9,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=5,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=8,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=10,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=15,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=16,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=2,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=11,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=7,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669671178,20170701234500,20170701234500,1,aftabeyazd.ir,http://aftabeyazd.ir/index.php?year=1396&month=04&day=11&category=14,2,430,518,532,1,100,7750,-1.68745414526779,srclc:fas;eng:GT-FAS 1.0,
669630472,20170701173000,20170701234500,1,akhbar-alkhaleej.com,http://akhbar-alkhaleej.com/news/article/1079321,27,8439,8490,8510,1,80,10259,-2.27864583333334,srclc:ara;eng:GT-ARA 1.0,
669630473,20170701173000,20170701234500,1,akhbar-alkhaleej.com,http://akhbar-alkhaleej.com/news/article/1079321,27,8439,8490,8510,0,20,10259,-2.27864583333334,srclc:ara;eng:GT-ARA 1.0,
669671179,20170701234500,20170701234500,1,alayam.com,http://www.alayam.com/alayam/local/661277/News.html,22,7382,7433,7453,1,80,8798,-2.08655332302936,srclc:ara;eng:GT-ARA 1.0,
669671180,20170701234500,20170701234500,1,alayam.com,http://www.alayam.com/alayam/local/661277/News.html,22,7382,7433,7453,0,20,8798,-2.08655332302936,srclc:ara;eng:GT-ARA 1.0,
669671181,20170701234500,20170701234500,1,ecodiario.eleconomista.es,http://ecodiario.eleconomista.es/internacional/noticias/8470364/07/17/Destituidos-cinco-mandos-militares-relacionados-con-el-robo-en-un-arsenal-del-Ejercito-portugues.html,7,1646,1701,1633,0,60,3466,-5.86145648312611,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671182,20170701234500,20170701234500,1,ecodiario.eleconomista.es,http://ecodiario.eleconomista.es/internacional/noticias/8470364/07/17/Destituidos-cinco-mandos-militares-relacionados-con-el-robo-en-un-arsenal-del-Ejercito-portugues.html,7,1646,1701,1655,0,60,3466,-5.86145648312611,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669647219,20170701200000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=KTnj6da793605914508aKTnj6d,1,223,319,267,0,20,1745,-4.27350427350428,srclc:ara;eng:GT-ARA 1.0,
669647219,20170701200000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=iFdmkha793605914508aiFdmkh,1,223,319,267,0,20,1745,-4.27350427350428,srclc:ara;eng:GT-ARA 1.0,
669478531,20170701000000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=KJsCvHa793490752395aKJsCvH,13,1810,1845,1838,0,10,3480,-2.48091603053435,srclc:ara;eng:GT-ARA 1.0,
669478532,20170701000000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=KJsCvHa793490752395aKJsCvH,13,1810,1845,1838,0,50,3480,-2.48091603053435,srclc:ara;eng:GT-ARA 1.0,
669671183,20170701234500,20170701234500,1,rt.com,https://russian.rt.com/world/news/404971-maravi-evakuaciya-lyudi,3,670,689,653,1,100,1439,-6.3559322033898304,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669601007,20170701134500,20170701234500,1,khabaragency.net,http://www.khabaragency.net/news83167.html,6,930,952,972,1,100,1330,-16.0220994475138,srclc:ara;eng:GT-ARA 1.0,
669671184,20170701234500,20170701234500,1,elsoldemargarita.com.ve,http://www.elsoldemargarita.com.ve/posts/post/id:191985/Ascendidos-139-oficiales-y-almirantes-de-la-Fuerza-Armada-Nacional-Bolivariana,7,1617,1636,1628,0,40,1841,3.05084745762711,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669495393,20170701011500,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,280,78243,-1,78261,1,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669495395,20170701011500,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,226,63634,-1,63644,1,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669608400,20170701150000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,25,10067,-1,10128,1,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669495402,20170701011500,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,233,-1,65685,65698,0,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669613649,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,185,-1,49257,49270,0,20,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669613650,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,233,65759,65666,65679,1,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669613651,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,230,-1,65103,65116,0,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669613652,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,224,-1,63293,63306,0,60,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669495409,20170701011500,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,233,-1,65685,65745,0,60,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669613653,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,185,-1,49257,49317,0,60,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669613654,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,233,65759,65666,65722,1,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669613655,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,191,-1,51417,51477,0,80,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669613656,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,230,-1,65103,65163,0,20,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669613657,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,228,-1,64001,64061,0,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669613658,20170701153000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,224,-1,63293,63353,0,60,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669495412,20170701011500,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,181,47425,-1,47432,1,60,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669608408,20170701150000,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,26,10628,-1,10676,1,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669495413,20170701011500,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,181,47425,47443,47453,0,20,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669639970,20170701190000,20170701234500,1,africatime.com,http://fr.africatime.com/db/mali-2000-manifestants-contre-la-revision-de-la-constitution,3,229,-1,241,1,80,3390,-3.1365313653136497,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669639971,20170701190000,20170701234500,1,africatime.com,http://fr.africatime.com/db/mali-2000-manifestants-contre-la-revision-de-la-constitution,3,229,-1,260,0,20,3390,-3.1365313653136497,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669621602,20170701163000,20170701234500,1,aleqtisady.com,http://www.aleqtisady.com/technology/tw-1009745,2,651,-1,659,1,100,1004,1.28205128205128,srclc:ara;eng:GT-ARA 1.0,
669671185,20170701234500,20170701234500,1,source-7.com,http://www.source-7.com/Swrya/756807.html,6,788,-1,822,1,100,2330,1.48367952522255,srclc:ara;eng:GT-ARA 1.0,
669671186,20170701234500,20170701234500,1,source-7.com,http://www.source-7.com/Swrya/756807.html,3,175,242,236,1,60,2330,1.48367952522255,srclc:ara;eng:GT-ARA 1.0,
669671187,20170701234500,20170701234500,1,source-7.com,http://www.source-7.com/Swrya/756807.html,3,175,240,234,0,20,2330,1.48367952522255,srclc:ara;eng:GT-ARA 1.0,
669671188,20170701234500,20170701234500,1,irna.ir,http://www.irna.ir/ar/News/82582732/,7,637,672,607,1,100,3322,-2.58449304174951,srclc:ara;eng:GT-ARA 1.0,
669478547,20170701000000,20170701234500,1,fasopresse.net,http://www.fasopresse.net/societe/5811-ramadan-2017-la-solidarite-entre-religions-magnifiee-a-bobo?5e90491fecb379c63acce1d6f2f74023=a2386a947a08e9cfb45ee80e1de47279,4,1287,-1,1256,1,100,2631,5.77367205542725,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669671189,20170701234500,20170701234500,1,star.com.tr,http://www.star.com.tr/yazar/islam-devleti-mi-musluman-devleti-mi-yazi-1232778/,3,1565,-1,1584,1,100,3228,0.38910505836576,srclc:tur;eng:GT-TUR 1.0,
669478548,20170701000000,20170701234500,1,fasopresse.net,http://www.fasopresse.net/societe/5811-ramadan-2017-la-solidarite-entre-religions-magnifiee-a-bobo?5e90491fecb379c63acce1d6f2f74023=a2386a947a08e9cfb45ee80e1de47279,8,1769,1739,1699,1,100,2631,5.77367205542725,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669535029,20170701051500,20170701234500,1,blogs.com,http://macua.blogs.com/moambique_para_todos/2017/07/xiconhoquices-da-semana-chineses-que-praticam-crimes-em-mo%C3%A7ambique-apoio-do-governo-a-auditoria-sobre-factura%C3%A7%C3%A3o-na-pro.html,9,2799,2846,2835,1,100,5089,-5.15723270440251,srclc:por;eng:GT-POR 1.0,
669671190,20170701234500,20170701234500,1,cridem.org,http://www.cridem.org/C_Info.php?article=699710,1,219,-1,233,1,80,9095,1.78807947019868,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669671191,20170701234500,20170701234500,1,cridem.org,http://www.cridem.org/C_Info.php?article=699715,5,1004,1098,1058,0,40,1957,-2.49221183800623,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669671192,20170701234500,20170701234500,1,cridem.org,http://www.cridem.org/C_Info.php?article=699717,12,4596,4566,4583,1,100,9394,1.65847665847666,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669671193,20170701234500,20170701234500,1,cridem.org,http://www.cridem.org/C_Info.php?article=699715,5,1004,1078,1039,1,60,1957,-2.49221183800623,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669539459,20170701054500,20170701234500,1,taringa.net,https://www.taringa.net/posts/noticias/19935626/Confirman-la-fusion-de-Cablevision-y-Telecom.html,16,4715,-1,4736,1,100,14557,0.5826050769871,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669664078,20170701224500,20170701234500,1,elheraldodechihuahua.com.mx,https://www.elheraldodechihuahua.com.mx/mundo/656978-trump-elogia-aprobacion-legislativa-de-medidas-antiinmigrantes,1,0,-1,8,0,40,1775,-2.77777777777777,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669630502,20170701173000,20170701234500,1,africatime.com,http://fr.africatime.com/db/nigeria-des-combattants-de-boko-haram-se-font-passer-pour-des-refugies,13,2269,2250,2259,1,100,2755,-7.366071428571429,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669671194,20170701234500,20170701234500,1,alkhaleej.ae,http://www.alkhaleej.ae/alkhaleej/page/f45233b1-bbf0-421b-9c9e-adc129d301fa,2,755,822,714,1,100,1946,4.296875,srclc:ara;eng:GT-ARA 1.0,
669671195,20170701234500,20170701234500,1,lahora.com.ec,https://lahora.com.ec/noticia/1102080886/colpaso-de-estructura-para-corrida-de-toros-deja-50-heridos,3,551,540,561,1,100,2445,-7.614213197969541,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669558683,20170701084500,20170701234500,1,welingelichtekringen.nl,http://www.welingelichtekringen.nl/anp/terugkeer-bartho-braat-in-gtst,2,382,-1,372,1,100,953,-1.875,srclc:nld;eng:GT-NLD 1.0,
669671196,20170701234500,20170701234500,1,latercera.com,http://www.latercera.com/noticia/litigio-por-el-silala-memoria-de-chile-tiene-seis-tomos/,3,163,100,150,1,100,1760,-1.70068027210884,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669648909,20170701201500,20170701234500,1,welingelichtekringen.nl,http://www.welingelichtekringen.nl/anp/terugkeer-bartho-braat-in-gtst,1,257,291,269,0,20,953,-1.875,srclc:nld;eng:GT-NLD 1.0,
669653064,20170701204500,20170701234500,1,nacion.com,http://www.nacion.com/mundo/avanzado-matrimonio-homosexual-mundo_0_1643235713.html,14,2834,-1,2846,1,100,3046,6.90376569037657,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669555914,20170701081500,20170701234500,1,addustour.com,http://addustour.com/./articles/963794-%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D9%81-%D9%8A%D9%86%D9%81%D9%8A-%D8%AA%D8%B5%D8%B1%D9%8A%D8%AD%D8%A7%D8%AA-%D9%86%D8%B3%D8%A8%D8%AA-%D8%A7%D9%84%D9%8A%D9%87?s=88af22c632728735de4f92d6c7768d9b,2,50,-1,55,0,80,707,-1.94174757281553,srclc:ara;eng:GT-ARA 1.0,
669613686,20170701153000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=KTnj6da793599252237aKTnj6d,2,711,748,703,1,100,2945,5.35714285714285,srclc:ara;eng:GT-ARA 1.0,
669671197,20170701234500,20170701234500,1,rfi.fr,http://www.rfi.fr/ameriques/20170702-etats-unis-plusieurs-marches-dimanche-demander-destitution-donald-trump,5,664,-1,679,1,60,1828,-6.59722222222222,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669671198,20170701234500,20170701234500,1,laprensa.hn,http://www.laprensa.hn/mundo/1085626-410/dos_muertos-tres_heridos-durante_mot%C3%ADn-carcel-guatemala,3,174,-1,200,1,100,1169,-11.2244897959183,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671199,20170701234500,20170701234500,1,taringa.net,https://www.taringa.net/posts/offtopic/19935768/Peron-El-gran-dictador-argentino.html,6,1564,-1,1605,1,100,2286,-2.35602094240837,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671200,20170701234500,20170701234500,1,rfi.fr,http://www.rfi.fr/ameriques/20170702-etats-unis-plusieurs-marches-dimanche-demander-destitution-donald-trump,5,664,-1,752,1,60,1828,-6.59722222222222,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669495439,20170701011500,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,212,60095,-1,60118,1,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669671201,20170701234500,20170701234500,1,ecodiario.eleconomista.es,http://ecodiario.eleconomista.es/cultura/noticias/8470378/07/17/Una-gran-marcha-clama-en-Madrid-a-favor-de-la-libertad-sexual-en-el-mundo.html,7,3197,-1,3191,1,100,3974,-0.30075187969925,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669531851,20170701050000,20170701234500,1,telemetro.com,http://www.telemetro.com/internacionales/Fiscal-venezolana-agradece-organizaciones-internacionales_0_1040596430.html,4,347,-1,362,1,100,1959,0.0,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669478573,20170701000000,20170701234500,1,wafa.ps,http://www.wafa.ps/ar_page.aspx?id=1RLH4ha775326546390a1RLH4h,1,201,-1,211,1,100,2141,-4.43786982248521,srclc:ara;eng:GT-ARA 1.0,
669495442,20170701011500,20170701234500,1,fax.al,http://fax.al/news/10634612/vendimet-gjykatesve-per-te-akuzuarit-e-psp-se-te-pritura,212,60095,-1,60127,1,100,82245,-4.44537114261885,srclc:sqi;eng:GT-SQI 1.0,
669671202,20170701234500,20170701234500,1,laprensa.hn,http://www.laprensa.hn/mundo/1085626-410/dos_muertos-tres_heridos-durante_mot%C3%ADn-carcel-guatemala,3,174,-1,184,1,100,1169,-11.2244897959183,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669648923,20170701201500,20170701234500,1,uapress.info,http://uapress.info/uk/news/show/165363,3,608,-1,653,1,100,1977,-8.27338129496403,srclc:ukr;eng:GT-UKR 1.0,
669509967,20170701024500,20170701234500,1,telam.com.ar,http://www.telam.com.ar/notas/201707/194113-la-oposicion-marcho-para-respaldar-a-la-fiscal-ortega-diaz.html,5,547,566,531,1,100,1483,-6.88259109311741,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669626814,20170701171500,20170701234500,1,kaliningrad.kp.ru,http://www.kaliningrad.kp.ru/online/news/2793808/,5,559,602,570,0,40,1622,-0.70671378091872,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669645188,20170701194500,20170701234500,1,kaliningrad.kp.ru,http://www.kaliningrad.kp.ru/online/news/2793808/,5,559,602,570,1,60,1622,-0.70671378091872,srclc:rus;eng:Moses 2.1.1 / MosesCore Europarl ru-en / GT-RUS 1.0,
669671203,20170701234500,20170701234500,1,tribunnews.com,http://wartakota.tribunnews.com/2017/07/02/pegiat-literasi-ini-tak-pernah-menyangka-akan-terima-kartu-lebaran-dari-presiden-jokowi,3,377,508,450,1,100,2646,3.54430379746836,srclc:ind;eng:GT-IND 1.0,
669574596,20170701110000,20170701234500,1,dominio.fm,http://dominio.fm/suman-86-muertos-protestas-venezuela/,14,1788,1912,1899,1,100,3058,-4.04624277456648,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671204,20170701234500,20170701234500,1,tribunnews.com,http://wartakota.tribunnews.com/2017/07/02/pegiat-literasi-ini-tak-pernah-menyangka-akan-terima-kartu-lebaran-dari-presiden-jokowi,3,377,508,458,1,100,2646,3.54430379746836,srclc:ind;eng:GT-IND 1.0,
669624196,20170701163000,20170701234500,1,dominio.fm,http://dominio.fm/suman-86-muertos-protestas-venezuela/,14,1788,1873,1808,1,100,3058,-4.04624277456648,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669660674,20170701220000,20170701234500,1,telemetro.com,http://www.telemetro.com/internacionales/Fiscal-venezolana-agradece-organizaciones-internacionales_0_1040596430.html,10,1551,1640,1623,1,100,1959,0.0,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671205,20170701234500,20170701234500,1,telam.com.ar,http://www.telam.com.ar/notas/201707/194113-la-oposicion-marcho-para-respaldar-a-la-fiscal-ortega-diaz.html,1,0,39,19,1,80,1483,-6.88259109311741,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669660675,20170701220000,20170701234500,1,telemetro.com,http://www.telemetro.com/internacionales/Fiscal-venezolana-agradece-organizaciones-internacionales_0_1040596430.html,10,1551,1598,1566,1,100,1959,0.0,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669660676,20170701220000,20170701234500,1,telemetro.com,http://www.telemetro.com/internacionales/Fiscal-venezolana-agradece-organizaciones-internacionales_0_1040596430.html,4,347,458,413,1,100,1959,0.0,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671206,20170701234500,20170701234500,1,rfi.fr,http://www.rfi.fr/ameriques/20170702-etats-unis-plusieurs-marches-dimanche-demander-destitution-donald-trump,5,664,731,679,0,40,1828,-6.59722222222222,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669671207,20170701234500,20170701234500,1,rfi.fr,http://www.rfi.fr/ameriques/20170702-etats-unis-plusieurs-marches-dimanche-demander-destitution-donald-trump,5,664,731,753,0,40,1828,-6.59722222222222,srclc:fra;eng:Moses 2.1.1 / MosesCore Europarl fr-en / GT-FRA 1.0,
669634503,20170701174500,20170701234500,1,telam.com.ar,http://www.telam.com.ar/notas/201707/194113-la-oposicion-marcho-para-respaldar-a-la-fiscal-ortega-diaz.html,1,0,66,27,0,20,1483,-6.88259109311741,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669531860,20170701050000,20170701234500,1,dominio.fm,http://dominio.fm/suman-86-muertos-protestas-venezuela/,11,1500,1539,1515,1,100,3058,-4.04624277456648,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669671208,20170701234500,20170701234500,1,telam.com.ar,http://www.telam.com.ar/notas/201707/194113-la-oposicion-marcho-para-respaldar-a-la-fiscal-ortega-diaz.html,1,0,50,19,0,20,1483,-6.88259109311741,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
669639310,20170701190000,20170701234500,1,laprensa.hn,http://www.laprensa.hn/inicio/1085592-417/apagon-electricidad-energ%EDa-costa_rica-nicaragua-panama,5,2185,-1,2199,1,100,2455,-2.53164556962025,srclc:spa;eng:Moses 2.1.1 / MosesCore Europarl es-en / GT-SPA 1.0,
